B,S,O,inning,base_state,P(Swing),P(Contact),P(Whiff),P(Foul),P(Ball),P(Strike),P(Hit),P(Out),P(Struck Out),P(Home Run),P(Extra Base Hit),P(In Play),P(Walk),P(Hit By Pitch),P(Error),P(Sacrifice),Statistically Relevant
1,0,1,2,0-1-0,43.2%,71.7%,28.3%,32.9%,33.0%,50.3%,4.9%,11.8%,0%,0.4%,1.8%,16.8%,0%,0.2%,0%,0%,Yes
1,0,1,2,0-0-1,47.2%,82.1%,17.9%,50.0%,36.0%,48.9%,5.6%,9.6%,0%,0.6%,1.1%,15.2%,0%,0.6%,0%,2.8%,Yes
1,0,1,2,1-1-0,45.3%,72.6%,27.4%,37.9%,31.5%,52.8%,4.8%,10.6%,0%,1.4%,3.1%,15.7%,0%,0.4%,0%,0%,Yes
1,0,1,2,1-0-1,46.5%,80.0%,20.0%,42.0%,36.7%,45.6%,6.0%,11.6%,0%,0.5%,0.5%,17.7%,0%,0%,0%,3.3%,Yes
1,0,1,2,0-1-1,51.1%,89.1%,10.9%,48.9%,30.6%,48.9%,6.1%,13.3%,0%,0%,2.2%,20.6%,0%,0.6%,0.6%,4.4%,Yes
1,0,1,2,1-1-1,52.3%,81.1%,18.9%,45.6%,29.7%,51.7%,8.1%,9.3%,0%,0.6%,2.9%,18.6%,0%,0.6%,0%,4.7%,Yes
1,0,1,3,0-0-0,40.1%,76.1%,23.9%,38.9%,33.4%,51.7%,5.2%,9.6%,0%,0.9%,2.3%,14.9%,0%,0.1%,0.1%,0%,Yes
1,0,1,3,1-0-0,41.5%,78.6%,21.4%,41.1%,36.3%,48.1%,5.3%,10.1%,0%,1.1%,1.9%,15.6%,0%,0.1%,0.1%,0.2%,Yes
1,0,1,3,0-1-0,43.5%,78.3%,21.7%,38.8%,38.0%,44.8%,5.0%,12.1%,0%,0.9%,1.9%,17.2%,0%,0%,0%,0%,Yes
1,0,1,3,0-0-1,52.8%,78.4%,21.6%,42.2%,31.1%,49.7%,7.3%,10.9%,0%,1.6%,3.6%,19.2%,0%,0%,0.5%,5.2%,Yes
1,0,1,3,1-1-0,44.2%,75.4%,24.6%,37.3%,33.5%,49.6%,5.4%,11.2%,0%,0.7%,2.8%,16.8%,0%,0.2%,0%,0%,Yes
1,0,1,3,1-0-1,48.8%,71.0%,29.0%,37.0%,38.0%,45.4%,5.4%,11.2%,0%,0%,2.0%,16.6%,0%,0%,0%,4.4%,Yes
1,0,1,3,0-1-1,47.6%,79.7%,20.3%,40.6%,38.6%,42.8%,5.5%,12.4%,0%,1.4%,1.4%,18.6%,0%,0%,0%,2.1%,Yes
1,0,1,3,1-1-1,47.7%,73.2%,26.8%,33.8%,35.6%,45.6%,6.0%,12.8%,0%,0%,2.0%,18.8%,0%,1.3%,0%,3.4%,Yes
1,0,1,4,0-0-0,43.4%,75.8%,24.2%,39.0%,33.1%,50.9%,5.5%,10.3%,0%,0.9%,2.5%,16.0%,0%,0.1%,0.1%,0%,Yes
1,0,1,4,1-0-0,45.4%,76.7%,23.3%,38.8%,31.9%,50.9%,7.0%,10.1%,0%,1.0%,2.8%,17.2%,0%,0.3%,0.1%,0%,Yes
1,0,1,4,0-1-0,45.9%,72.9%,27.1%,34.9%,32.6%,50.0%,6.0%,11.4%,0%,1.2%,1.9%,17.4%,0%,0.2%,0%,0%,Yes
1,0,1,4,0-0-1,51.2%,76.1%,23.9%,39.8%,35.5%,45.9%,8.1%,10.5%,0%,1.2%,2.3%,18.6%,0%,0.6%,0%,3.5%,Yes
1,0,1,4,1-1-0,44.2%,75.6%,24.4%,38.9%,31.8%,52.0%,5.5%,10.4%,0%,0.6%,2.1%,16.3%,0%,0.4%,0%,0%,Yes
1,0,1,4,1-0-1,51.5%,83.7%,16.3%,42.3%,32.2%,46.4%,7.1%,13.8%,0%,2.5%,3.3%,21.3%,0%,0%,0%,6.3%,Yes
1,0,1,4,0-1-1,51.0%,70.6%,29.4%,31.4%,37.0%,43.0%,6.0%,14.0%,0%,0%,2.0%,20.0%,0%,0%,0%,3.5%,Yes
1,0,1,4,1-1-1,50.0%,77.4%,22.6%,34.5%,32.1%,46.4%,6.0%,14.9%,0%,0.6%,1.2%,21.4%,0%,0%,0%,2.4%,Yes
1,0,1,5,0-0-0,43.1%,78.3%,21.7%,37.7%,32.5%,50.0%,5.8%,11.6%,0%,1.2%,2.5%,17.5%,0%,0.1%,0.1%,0%,Yes
1,0,1,5,1-0-0,44.2%,76.6%,23.4%,38.7%,35.7%,47.5%,5.9%,10.5%,0%,0.6%,2.0%,16.8%,0%,0.1%,0.1%,0.1%,Yes
1,0,1,5,0-1-0,40.8%,76.7%,23.3%,44.0%,35.2%,51.4%,3.8%,9.4%,0%,0.6%,1.6%,13.3%,0%,0.3%,0.2%,0%,Yes
1,0,1,5,0-0-1,48.6%,70.1%,29.9%,34.5%,35.2%,47.5%,5.6%,11.7%,0%,0.6%,1.7%,17.3%,0%,0%,0%,4.5%,Yes
1,0,1,5,1-1-0,46.0%,79.1%,20.9%,41.8%,35.1%,47.7%,6.5%,10.3%,0%,0.5%,2.3%,17.1%,0%,0%,0%,0%,Yes
1,0,1,5,1-0-1,47.9%,84.8%,15.2%,46.4%,36.3%,45.3%,5.6%,12.4%,0%,0.9%,2.6%,18.4%,0%,0%,0%,3.8%,Yes
1,0,1,5,0-1-1,45.2%,77.6%,22.4%,36.5%,34.0%,47.3%,9.0%,9.6%,0%,1.6%,3.2%,18.6%,0%,0%,0%,3.2%,Yes
1,0,1,5,1-1-1,50.6%,68.1%,31.9%,37.4%,32.8%,51.7%,7.2%,7.2%,0%,0%,0.6%,15.6%,0%,0.6%,0.6%,2.8%,Yes
1,0,1,6,0-0-0,41.3%,76.1%,23.9%,41.6%,33.6%,52.1%,4.7%,9.4%,0%,0.8%,1.8%,14.3%,0%,0.2%,0.2%,0%,Yes
1,0,1,6,1-0-0,45.3%,75.4%,24.6%,40.1%,34.3%,49.7%,5.0%,10.9%,0%,0.8%,1.9%,16.0%,0%,0.1%,0.1%,0.1%,Yes
1,0,1,6,0-1-0,45.0%,77.3%,22.7%,43.0%,33.7%,50.9%,6.0%,9.1%,0%,1.0%,2.0%,15.4%,0%,0%,0.3%,0%,Yes
1,0,1,6,0-0-1,51.5%,82.2%,17.8%,38.6%,34.2%,43.4%,8.2%,13.8%,0%,0.5%,3.1%,22.4%,0%,0.5%,0.5%,2.6%,Yes
1,0,1,6,1-1-0,42.0%,78.3%,21.7%,36.6%,39.7%,42.8%,4.3%,13.1%,0%,1.3%,2.5%,17.5%,0%,0%,0%,0.2%,Yes
1,0,1,6,1-0-1,43.2%,78.2%,21.8%,44.6%,36.8%,48.7%,8.5%,6.0%,0%,1.7%,3.0%,14.5%,0%,0.4%,0%,0.9%,Yes
1,0,1,6,0-1-1,45.4%,68.4%,31.6%,36.7%,40.8%,44.8%,7.5%,6.9%,0%,0.6%,2.3%,14.4%,0%,0.6%,0%,1.1%,Yes
1,0,1,6,1-1-1,46.1%,72.7%,27.3%,43.2%,35.6%,50.8%,5.2%,7.9%,0%,1.6%,2.1%,13.6%,0%,0%,0%,3.1%,Yes
1,0,1,7,0-0-0,41.4%,75.2%,24.8%,40.1%,33.8%,51.6%,4.5%,9.8%,0%,0.8%,1.8%,14.5%,0%,0.1%,0.2%,0%,Yes
1,0,1,7,1-0-0,42.2%,76.5%,23.5%,38.4%,34.7%,49.2%,5.3%,10.5%,0%,1.0%,1.8%,16.1%,0%,0.6%,0.1%,0.1%,Yes
1,0,1,7,0-1-0,44.9%,74.1%,25.9%,39.1%,34.2%,50.1%,4.2%,11.3%,0%,0.7%,1.2%,15.7%,0%,0.2%,0.2%,0%,Yes
1,0,1,7,0-0-1,44.3%,78.4%,21.6%,43.2%,32.3%,52.1%,7.2%,8.4%,0%,0%,3.6%,15.6%,0%,0.6%,0%,3.6%,Yes
1,0,1,7,1-1-0,43.5%,76.2%,23.8%,37.5%,34.3%,48.8%,6.3%,10.0%,0%,0.7%,1.5%,16.8%,0%,0%,0.2%,0%,Yes
1,0,1,7,1-0-1,47.9%,73.8%,26.2%,40.8%,36.3%,47.9%,5.6%,10.2%,0%,0.5%,2.3%,15.8%,0%,0.5%,0%,2.8%,Yes
1,0,1,7,0-1-1,50.6%,77.8%,22.2%,36.7%,34.8%,44.4%,7.9%,11.8%,0%,1.1%,2.2%,20.8%,0%,0%,0%,3.4%,Yes
1,0,1,7,1-1-1,46.6%,72.7%,27.3%,32.7%,33.5%,47.9%,5.9%,12.3%,0%,1.3%,3.4%,18.6%,0%,0%,0.4%,4.2%,Yes
1,0,1,8,0-0-0,42.8%,77.5%,22.5%,38.5%,33.0%,50.4%,5.4%,11.1%,0%,0.7%,2.1%,16.7%,0%,0.3%,0.2%,0%,Yes
1,0,1,8,1-0-0,43.5%,75.6%,24.4%,39.0%,32.2%,51.9%,5.6%,10.3%,0%,1.0%,2.2%,15.9%,0%,0.4%,0%,0%,Yes
1,0,1,8,0-1-0,41.6%,74.9%,25.1%,41.4%,36.8%,49.3%,5.5%,8.5%,0%,1.2%,2.2%,13.9%,0%,0.2%,0%,0%,Yes
1,0,1,8,0-0-1,43.8%,78.3%,21.7%,43.3%,42.3%,42.3%,6.6%,8.8%,0%,0%,2.2%,15.3%,0%,0.7%,0%,4.4%,Yes
1,0,1,8,1-1-0,41.3%,78.8%,21.2%,39.4%,37.0%,46.7%,4.5%,11.5%,0%,0.3%,2.7%,16.3%,0%,0.3%,0.2%,0%,Yes
1,0,1,8,1-0-1,47.1%,78.3%,21.7%,41.7%,33.7%,49.0%,6.3%,10.2%,0%,0%,2.0%,17.3%,0%,0.4%,0%,3.1%,Yes
1,0,1,8,0-1-1,47.5%,73.7%,26.3%,38.2%,37.5%,45.6%,6.9%,8.1%,0%,0%,0%,16.9%,0%,0%,0%,1.9%,Yes
1,0,1,8,1-1-1,51.9%,84.9%,15.1%,42.9%,30.9%,47.3%,8.2%,13.2%,0%,0.4%,2.9%,21.8%,0%,0%,0%,2.5%,Yes
1,0,1,9,0-0-0,44.3%,71.5%,28.5%,39.6%,33.3%,52.5%,4.8%,9.3%,0%,0.7%,1.5%,14.1%,0%,0.2%,0.1%,0%,Yes
1,0,1,9,1-0-0,42.8%,73.5%,26.5%,38.9%,34.4%,50.8%,4.9%,9.5%,0%,0.9%,2.1%,14.8%,0%,0.3%,0%,0.1%,Yes
1,0,1,9,0-1-0,47.4%,73.9%,26.1%,38.9%,29.9%,53.5%,5.6%,10.7%,0%,0.7%,1.6%,16.6%,0%,0%,0.2%,0%,Yes
1,0,1,9,0-0-1,45.5%,72.7%,27.3%,38.2%,38.8%,45.5%,9.1%,6.6%,0%,0.8%,1.7%,15.7%,0%,0%,0%,3.3%,Yes
1,0,1,9,1-1-0,43.3%,70.7%,29.3%,39.4%,37.2%,49.2%,5.0%,7.9%,0%,0.7%,1.5%,13.6%,0%,0.4%,0.2%,0%,Yes
1,0,1,9,1-0-1,48.8%,74.1%,25.9%,45.7%,32.5%,53.6%,4.2%,9.6%,0%,1.2%,2.4%,13.9%,0%,0%,0%,3.6%,Yes
1,0,1,9,0-1-1,49.6%,70.3%,29.7%,34.4%,37.2%,45.0%,5.4%,12.4%,0%,0%,0.8%,17.8%,0%,0%,0%,3.1%,Yes
1,0,1,9,1-1-1,49.1%,74.4%,25.6%,34.1%,32.3%,47.9%,10.2%,9.0%,0%,0.6%,2.4%,19.8%,0%,0.6%,0%,4.2%,Yes
1,0,2,1,0-0-0,40.5%,73.4%,26.6%,39.3%,34.3%,51.9%,4.9%,8.9%,0%,1.1%,2.0%,13.8%,0%,0.2%,0.0%,0%,Yes
1,0,2,1,1-0-0,42.0%,75.7%,24.3%,40.6%,36.0%,49.2%,5.6%,9.1%,0%,1.3%,2.8%,14.8%,0%,0.1%,0%,0%,Yes
1,0,2,1,0-1-0,40.7%,76.4%,23.6%,35.6%,36.0%,47.4%,5.3%,11.0%,0%,1.0%,2.1%,16.6%,0%,0.4%,0.3%,0%,Yes
1,0,2,1,0-0-1,45.1%,70.6%,29.4%,35.0%,36.9%,47.0%,4.1%,11.7%,0%,0.3%,2.2%,16.1%,0%,0.6%,0.3%,0%,Yes
1,0,2,1,1-1-0,41.2%,76.2%,23.8%,42.2%,33.6%,52.4%,5.7%,8.3%,0%,0.4%,2.7%,14.0%,0%,0%,0%,0%,Yes
1,0,2,1,1-0-1,45.5%,64.4%,35.6%,37.7%,34.6%,53.3%,4.0%,8.1%,0%,0.3%,1.9%,12.1%,0%,0%,0%,0%,Yes
1,0,2,1,0-1-1,45.6%,71.7%,28.3%,38.4%,32.7%,52.1%,6.9%,8.3%,0%,2.3%,3.2%,15.2%,0%,0%,0%,0%,Yes
1,0,2,1,1-1-1,42.2%,68.4%,31.6%,30.5%,33.8%,50.2%,5.3%,10.7%,0%,0.9%,3.1%,16.0%,0%,0.9%,0%,0%,Yes
1,0,2,2,0-0-0,42.4%,75.3%,24.7%,40.3%,33.2%,52.0%,4.5%,10.2%,0%,0.9%,1.7%,14.9%,0%,0.2%,0.1%,0%,Yes
1,0,2,2,1-0-0,43.2%,79.6%,20.4%,41.5%,34.4%,49.1%,4.6%,11.8%,0%,0.7%,1.6%,16.5%,0%,0.1%,0.1%,0%,Yes
1,0,2,2,0-1-0,40.4%,74.3%,25.7%,42.4%,40.7%,46.4%,3.9%,8.8%,0%,0.6%,1.0%,12.9%,0%,0%,0.1%,0%,Yes
1,0,2,2,0-0-1,45.3%,71.9%,28.1%,43.8%,31.4%,55.9%,3.3%,9.2%,0%,0.9%,1.8%,12.7%,0%,0%,0.3%,0%,Yes
1,0,2,2,1-1-0,43.8%,76.3%,23.7%,39.5%,33.8%,50.1%,6.0%,9.9%,0%,1.1%,2.7%,16.1%,0%,0%,0.2%,0%,Yes
1,0,2,2,1-0-1,45.2%,73.6%,26.4%,32.7%,33.0%,48.6%,7.1%,11.4%,0%,0.6%,1.7%,18.5%,0%,0%,0%,0%,Yes
1,0,2,2,0-1-1,44.0%,68.8%,31.2%,37.5%,34.1%,52.2%,2.7%,11.0%,0%,0.5%,1.1%,13.7%,0%,0%,0%,0%,Yes
1,0,2,2,1-1-1,43.1%,75.0%,25.0%,29.0%,31.9%,48.3%,6.0%,12.9%,0%,2.2%,3.4%,19.8%,0%,0%,0.4%,0%,Yes
1,0,2,3,0-0-0,40.5%,76.7%,23.3%,38.9%,35.4%,49.4%,5.3%,9.8%,0%,1.1%,2.3%,15.3%,0%,0.1%,0.1%,0%,Yes
1,0,2,3,1-0-0,43.6%,76.2%,23.8%,38.8%,34.3%,49.4%,5.3%,11.0%,0%,1.1%,2.3%,16.3%,0%,0.1%,0%,0%,Yes
1,0,2,3,0-1-0,42.6%,74.4%,25.6%,40.6%,34.4%,51.2%,5.6%,8.6%,0%,1.2%,2.3%,14.4%,0%,0.4%,0.1%,0%,Yes
1,0,2,3,0-0-1,43.2%,78.9%,21.1%,38.7%,38.9%,43.8%,6.4%,10.6%,0%,0.9%,3.0%,17.3%,0%,0%,0.3%,0%,Yes
1,0,2,3,1-1-0,44.5%,75.2%,24.8%,38.8%,36.4%,47.4%,7.3%,8.8%,0%,1.5%,4.4%,16.2%,0%,0.5%,0.2%,0%,Yes
1,0,2,3,1-0-1,45.7%,79.4%,20.6%,46.9%,33.4%,51.7%,5.7%,8.9%,0%,0.9%,1.7%,14.9%,0%,0.3%,0.3%,0%,Yes
1,0,2,3,0-1-1,48.9%,70.8%,29.2%,29.2%,31.3%,48.4%,5.5%,14.8%,0%,1.6%,3.3%,20.3%,0%,0%,0%,0%,Yes
1,0,2,3,1-1-1,40.0%,72.6%,27.4%,29.8%,39.0%,43.8%,4.8%,12.4%,0%,1.4%,2.4%,17.1%,0%,0.5%,0%,0%,Yes
1,0,2,4,0-0-0,43.2%,74.5%,25.5%,37.0%,32.9%,50.9%,5.4%,10.6%,0%,0.9%,2.1%,16.2%,0%,0.2%,0.2%,0%,Yes
1,0,2,4,1-0-0,45.4%,78.5%,21.5%,39.2%,34.3%,47.8%,4.7%,13.1%,0%,1.2%,2.2%,17.9%,0%,0.4%,0.1%,0%,Yes
1,0,2,4,0-1-0,41.5%,75.7%,24.3%,37.1%,38.1%,45.9%,5.9%,10.1%,0%,0.7%,2.0%,16.0%,0%,0.2%,0%,0%,Yes
1,0,2,4,0-0-1,44.7%,77.1%,22.9%,42.1%,34.5%,49.8%,4.8%,10.5%,0%,0.6%,2.2%,15.7%,0%,0%,0.3%,0%,Yes
1,0,2,4,1-1-0,46.0%,75.9%,24.1%,36.6%,33.1%,48.8%,6.2%,11.9%,0%,0.6%,2.2%,18.1%,0%,0%,0%,0%,Yes
1,0,2,4,1-0-1,46.6%,70.5%,29.5%,39.1%,35.5%,49.9%,6.9%,7.8%,0%,0%,1.2%,14.6%,0%,0.3%,0%,0%,Yes
1,0,2,4,0-1-1,43.7%,78.3%,21.7%,43.4%,37.4%,47.4%,7.4%,7.9%,0%,2.6%,3.7%,15.3%,0%,0.5%,0%,0%,Yes
1,0,2,4,1-1-1,42.9%,82.7%,17.3%,42.0%,37.0%,45.5%,6.9%,10.6%,0%,1.1%,2.6%,17.5%,0%,0%,0%,0%,Yes
1,0,2,5,0-0-0,41.6%,75.4%,24.6%,39.1%,34.1%,50.8%,4.9%,10.0%,0%,0.5%,1.9%,15.1%,0%,0.2%,0.2%,0%,Yes
1,0,2,5,1-0-0,42.6%,76.3%,23.7%,39.5%,35.1%,49.3%,6.0%,9.4%,0%,1.2%,2.7%,15.7%,0%,0.2%,0.1%,0%,Yes
1,0,2,5,0-1-0,42.9%,76.6%,23.4%,39.1%,34.9%,49.0%,4.7%,11.0%,0%,1.1%,2.0%,16.1%,0%,0.2%,0.4%,0%,Yes
1,0,2,5,0-0-1,38.7%,76.0%,24.0%,39.5%,41.7%,44.1%,4.8%,9.3%,0%,0.6%,2.4%,14.1%,0%,0%,0%,0%,Yes
1,0,2,5,1-1-0,42.3%,71.9%,28.1%,35.9%,35.7%,49.1%,4.0%,11.2%,0%,0.7%,1.9%,15.2%,0%,0.9%,0%,0%,Yes
1,0,2,5,1-0-1,45.2%,73.1%,26.9%,41.4%,33.0%,52.6%,3.4%,10.9%,0%,0.9%,1.6%,14.3%,0%,0.3%,0%,0%,Yes
1,0,2,5,0-1-1,35.7%,68.4%,31.6%,22.8%,41.2%,42.5%,5.9%,10.0%,0%,0.5%,2.3%,16.3%,0%,0.5%,0.5%,0%,Yes
1,0,2,5,1-1-1,42.5%,76.1%,23.9%,35.4%,35.0%,47.7%,4.5%,12.8%,0%,1.5%,1.9%,17.3%,0%,0%,0%,0%,Yes
1,0,2,6,0-0-0,43.2%,74.9%,25.1%,38.0%,33.4%,50.7%,5.0%,10.9%,0%,0.8%,2.0%,15.9%,0%,0.1%,0.1%,0%,Yes
1,0,2,6,1-0-0,43.0%,74.1%,25.9%,36.5%,36.1%,47.7%,6.0%,10.1%,0%,0.8%,1.9%,16.2%,0%,0.5%,0.1%,0%,Yes
1,0,2,6,0-1-0,42.3%,75.5%,24.5%,39.3%,36.4%,48.3%,5.1%,10.1%,0%,0.9%,2.1%,15.3%,0%,0%,0.1%,0%,Yes
1,0,2,6,0-0-1,40.6%,73.6%,26.4%,35.7%,34.5%,50.1%,2.3%,12.2%,0%,0.3%,0.6%,15.4%,0%,0%,0.9%,0%,Yes
1,0,2,6,1-1-0,43.6%,77.8%,22.2%,41.8%,35.1%,49.2%,5.0%,10.6%,0%,0.4%,1.5%,15.7%,0%,0.1%,0.1%,0%,Yes
1,0,2,6,1-0-1,43.9%,75.3%,24.7%,38.6%,31.7%,52.2%,5.6%,10.3%,0%,1.9%,2.5%,16.1%,0%,0%,0.3%,0%,Yes
1,0,2,6,0-1-1,38.0%,75.0%,25.0%,38.0%,36.4%,49.6%,2.9%,10.7%,0%,0.8%,1.2%,14.0%,0%,0.4%,0.4%,0%,Yes
1,0,2,6,1-1-1,37.9%,79.0%,21.0%,44.0%,36.0%,50.8%,3.4%,9.8%,0%,0.8%,1.1%,13.3%,0%,0%,0%,0%,Yes
1,0,2,7,0-0-0,42.8%,73.6%,26.4%,40.3%,33.8%,51.9%,4.5%,9.6%,0%,0.7%,1.8%,14.2%,0%,0.2%,0.1%,0%,Yes
1,0,2,7,1-0-0,42.6%,72.3%,27.7%,38.2%,34.9%,50.5%,5.0%,9.4%,0%,0.8%,2.0%,14.5%,0%,0.2%,0.1%,0%,Yes
1,0,2,7,0-1-0,40.7%,74.0%,26.0%,36.2%,36.6%,48.0%,4.4%,10.8%,0%,0.6%,1.8%,15.4%,0%,0.3%,0.1%,0%,Yes
1,0,2,7,0-0-1,45.5%,74.1%,25.9%,43.0%,37.0%,48.8%,4.0%,10.1%,0%,1.3%,2.0%,14.1%,0%,0.3%,0%,0%,Yes
1,0,2,7,1-1-0,41.6%,73.9%,26.1%,39.9%,36.7%,49.2%,4.5%,9.4%,0%,0.8%,1.8%,14.1%,0%,0.5%,0.3%,0%,Yes
1,0,2,7,1-0-1,40.1%,69.5%,30.5%,36.4%,34.7%,52.0%,4.5%,8.8%,0%,0.3%,1.9%,13.3%,0%,0%,0%,0%,Yes
1,0,2,7,0-1-1,45.5%,67.0%,33.0%,32.1%,38.2%,45.9%,5.6%,9.9%,0%,0.4%,2.6%,15.9%,0%,0%,0.4%,0%,Yes
1,0,2,7,1-1-1,43.1%,85.6%,14.4%,49.6%,32.8%,51.7%,2.8%,12.4%,0%,0.7%,1.7%,15.5%,0%,0.3%,0%,0%,Yes
1,0,2,8,0-0-0,44.2%,72.9%,27.1%,36.4%,33.4%,50.5%,4.9%,11.1%,0%,0.9%,2.2%,16.1%,0%,0.1%,0.1%,0%,Yes
1,0,2,8,1-0-0,42.7%,73.6%,26.4%,37.2%,34.6%,49.8%,5.8%,9.6%,0%,0.9%,1.9%,15.5%,0%,0.3%,0%,0%,Yes
1,0,2,8,0-1-0,40.3%,72.3%,27.7%,36.2%,36.6%,48.8%,4.5%,10.0%,0%,0.4%,1.2%,14.6%,0%,0%,0%,0%,Yes
1,0,2,8,0-0-1,40.7%,72.9%,27.1%,43.0%,38.0%,49.8%,3.4%,8.7%,0%,0.8%,1.1%,12.2%,0%,0%,0%,0%,Yes
1,0,2,8,1-1-0,41.5%,70.1%,29.9%,36.0%,35.7%,50.1%,4.2%,9.8%,0%,0.7%,1.9%,14.2%,0%,0.5%,0.1%,0%,Yes
1,0,2,8,1-0-1,45.9%,74.0%,26.0%,37.3%,32.4%,50.8%,5.7%,11.1%,0%,1.3%,2.8%,16.8%,0%,0.3%,0%,0%,Yes
1,0,2,8,0-1-1,44.3%,68.5%,31.5%,41.6%,35.8%,52.2%,3.0%,9.0%,0%,0.5%,1.0%,11.9%,0%,0%,0%,0%,Yes
1,0,2,8,1-1-1,39.1%,72.5%,27.5%,40.4%,44.1%,43.4%,3.6%,8.6%,0%,0.4%,1.1%,12.5%,0%,0.7%,0.4%,0%,Yes
1,0,2,9,0-0-0,46.0%,72.7%,27.3%,38.5%,31.1%,53.2%,4.9%,10.6%,0%,0.5%,1.8%,15.7%,0%,0.3%,0.3%,0%,Yes
1,0,2,9,1-0-0,42.3%,74.9%,25.1%,43.0%,32.8%,53.7%,4.5%,8.7%,0%,0.4%,1.1%,13.5%,0%,0.1%,0.2%,0%,Yes
1,0,2,9,0-1-0,46.1%,73.0%,27.0%,34.3%,32.4%,49.8%,5.9%,11.9%,0%,1.2%,2.6%,17.9%,0%,0%,0.1%,0%,Yes
1,0,2,9,0-0-1,43.1%,71.4%,28.6%,33.0%,37.4%,46.0%,4.3%,12.3%,0%,0.5%,1.4%,16.6%,0%,0.9%,0%,0%,Yes
1,0,2,9,1-1-0,43.9%,68.5%,31.5%,34.5%,33.3%,51.7%,4.2%,10.8%,0%,0.6%,1.9%,15.0%,0%,0.2%,0%,0%,Yes
1,0,2,9,1-0-1,40.9%,69.8%,30.2%,38.5%,42.6%,44.7%,4.7%,8.1%,0%,0.4%,1.7%,12.8%,0%,0.4%,0%,0%,Yes
1,0,2,9,0-1-1,45.8%,62.3%,37.7%,29.9%,26.8%,58.3%,4.8%,10.1%,0%,0.6%,1.8%,14.9%,0%,0.6%,0%,0%,Yes
1,0,2,9,1-1-1,40.4%,72.6%,27.4%,38.9%,29.4%,57.0%,4.7%,8.5%,0%,1.7%,1.7%,13.6%,0%,0%,0.4%,0%,Yes
1,1,0,1,0-0-0,52.2%,77.8%,22.2%,40.7%,34.5%,46.1%,6.6%,12.6%,0%,0.9%,2.2%,19.3%,0%,0.3%,0.2%,0%,Yes
1,1,0,1,1-0-0,53.2%,78.1%,21.9%,42.0%,35.4%,45.4%,7.0%,11.9%,0%,1.0%,2.4%,19.2%,0%,0.3%,0%,0%,Yes
1,1,0,1,0-1-0,56.5%,82.1%,17.9%,44.8%,33.2%,45.8%,7.1%,13.2%,0%,0.8%,2.8%,21.0%,0%,0.3%,0.5%,0.3%,Yes
1,1,0,1,1-1-0,53.0%,80.9%,19.1%,38.1%,35.2%,42.1%,9.6%,12.3%,0%,1.6%,3.0%,22.7%,0%,0.3%,0.3%,0%,Yes
1,1,0,1,1-0-1,61.6%,79.7%,20.3%,44.9%,29.5%,49.1%,8.9%,12.5%,0%,1.8%,3.6%,21.4%,0%,0%,0%,1.8%,Yes
1,1,0,2,0-0-0,54.2%,75.8%,24.2%,39.8%,33.8%,46.7%,6.3%,13.1%,0%,1.0%,2.4%,19.5%,0%,0.3%,0.1%,0%,Yes
1,1,0,2,1-0-0,54.8%,75.3%,24.7%,38.6%,34.1%,45.8%,6.8%,13.0%,0%,1.1%,2.4%,20.1%,0%,0.2%,0.1%,0%,Yes
1,1,0,2,0-1-0,57.1%,78.6%,21.4%,42.9%,34.4%,45.2%,6.4%,14.0%,0%,0.6%,2.9%,20.4%,0%,0.6%,0%,0%,Yes
1,1,0,2,1-1-0,54.4%,75.8%,24.2%,43.8%,33.5%,49.1%,5.0%,12.1%,0%,1.4%,1.4%,17.4%,0%,0.7%,0.4%,1.1%,Yes
1,1,0,3,0-0-0,53.6%,77.7%,22.3%,38.8%,34.3%,44.9%,6.5%,14.2%,0%,0.9%,2.5%,20.9%,0%,0.2%,0.2%,0%,Yes
1,1,0,3,1-0-0,53.6%,78.7%,21.3%,42.3%,35.2%,45.3%,6.6%,12.4%,0%,1.2%,2.5%,19.5%,0%,0.2%,0.3%,0.2%,Yes
1,1,0,3,0-1-0,49.9%,83.2%,16.8%,43.5%,39.4%,40.7%,8.1%,11.5%,0%,1.3%,2.9%,19.8%,0%,0.5%,0.3%,1.6%,Yes
1,1,0,3,1-1-0,55.1%,80.1%,19.9%,41.6%,33.9%,44.9%,8.6%,12.3%,0%,1.4%,3.1%,21.2%,0%,0.3%,0%,1.4%,Yes
1,1,0,4,0-0-0,54.5%,78.0%,22.0%,39.8%,34.7%,44.5%,6.6%,14.0%,0%,1.0%,2.8%,20.8%,0%,0.2%,0.2%,0%,Yes
1,1,0,4,1-0-0,52.8%,79.5%,20.5%,38.1%,35.9%,42.2%,8.2%,13.2%,0%,0.9%,3.0%,21.9%,0%,0.2%,0.1%,0.4%,Yes
1,1,0,4,0-1-0,58.6%,74.5%,25.5%,41.2%,30.5%,50.0%,6.3%,12.9%,0%,0.6%,2.6%,19.5%,0%,0%,0.3%,0.9%,Yes
1,1,0,4,1-1-0,55.8%,76.2%,23.8%,33.5%,34.0%,42.2%,4.1%,19.0%,0%,0.7%,2.0%,23.8%,0%,0.3%,0%,1.0%,Yes
1,1,0,5,0-0-0,54.3%,76.4%,23.6%,39.6%,34.1%,45.9%,6.2%,13.6%,0%,0.8%,2.2%,20.0%,0%,0.2%,0.2%,0%,Yes
